t[s],p1_cmd[MPa],p2_cmd[MPa],p1_meas[MPa],p2_meas[MPa],p_sum_cmd[MPa],p_diff_cmd[MPa],p_sum_meas[MPa],p_diff_meas[MPa],dp_sum_dt[MPa/s],dp_diff_dt[MPa/s],theta[rad],theta[deg],z[m],dz[m],dp1_cmd_dt[MPa/s],dp2_cmd_dt[MPa/s]
2.14901686,0.25999999,0.25999999,0.25447217,0.25117299,0.51999998,0.0,0.50564516,0.00329918,0.0,0.0,0.1061698,6.08308168,0.88301861,-0.00335842,0.0,0.0
2.15404677,0.25999999,0.25999999,0.25447217,0.25117299,0.51999998,0.0,0.50564516,0.00329918,0.0,0.0,0.10579798,6.06177784,0.88301861,-0.00335842,0.0,0.0
2.1590693,0.25999999,0.25999999,0.25447217,0.25117299,0.51999998,0.0,0.50564516,0.00329918,0.0,0.0,0.10579798,6.06177784,0.88317776,-0.00319928,0.0,0.0
2.16426516,0.25999999,0.25999999,0.2533724,0.25117299,0.51999998,0.0,0.50454539,0.00219941,0.0,0.0,0.10579798,6.06177784,0.88317776,-0.00319928,0.0,0.0
2.16954684,0.25999999,0.25999999,0.2533724,0.25117299,0.51999998,0.0,0.50454539,0.00219941,0.0,0.0,0.10579798,6.06177784,0.88312399,-0.00325304,0.0,0.0
2.17409945,0.25999999,0.25999999,0.2533724,0.25117299,0.51999998,0.0,0.50454539,0.00219941,0.0,0.0,0.10550052,6.04473477,0.88312399,-0.00325304,0.0,0.0
2.1792264,0.25999999,0.25999999,0.2533724,0.25117299,0.51999998,0.0,0.50454539,0.00219941,0.0,0.0,0.10550052,6.04473477,0.88292557,-0.00345147,0.0,0.0
2.1842556,0.25999999,0.25999999,0.25447217,0.25117299,0.51999998,0.0,0.50564516,0.00329918,0.0,0.0,0.10550052,6.04473477,0.88292557,-0.00345147,0.0,0.0
2.18900609,0.25999999,0.25999999,0.25447217,0.25117299,0.51999998,0.0,0.50564516,0.00329918,0.0,0.0,0.10550052,6.04473477,0.88288069,-0.00349635,0.0,0.0
2.19396925,0.25999999,0.25999999,0.25447217,0.25117299,0.51999998,0.0,0.50564516,0.00329918,0.0,0.0,0.10526256,6.03110032,0.88288069,-0.00349635,0.0,0.0
2.19906473,0.25999999,0.25999999,0.25447217,0.25117299,0.51999998,0.0,0.50564516,0.00329918,0.0,0.0,0.10526256,6.03110032,0.88288283,-0.0034942,0.0,0.0
2.20422626,0.25999999,0.25999999,0.25447217,0.25007328,0.51999998,0.0,0.50454545,0.00439888,0.0,0.0,0.10526256,6.03110032,0.88288283,-0.0034942,0.0,0.0
2.2091949,0.25999999,0.25999999,0.25447217,0.25007328,0.51999998,0.0,0.50454545,0.00439888,0.0,0.0,0.10526256,6.03110032,0.88289434,-0.0034827,0.0,0.0
2.21390796,0.25999999,0.25999999,0.25447217,0.25007328,0.51999998,0.0,0.50454545,0.00439888,0.0,0.0,0.10507219,6.02019276,0.88289434,-0.0034827,0.0,0.0
2.21937275,0.25999999,0.25999999,0.25447217,0.25007328,0.51999998,0.0,0.50454545,0.00439888,0.0,0.0,0.10507219,6.02019276,0.88313383,-0.00324321,0.0,0.0
2.22441769,0.25999999,0.25999999,0.25447217,0.25117299,0.51999998,0.0,0.50564516,0.00329918,0.0,0.0,0.10507219,6.02019276,0.88313383,-0.00324321,0.0,0.0
2.22942877,0.25999999,0.25999999,0.25447217,0.25117299,0.51999998,0.0,0.50564516,0.00329918,0.0,0.0,0.10507219,6.02019276,0.88308775,-0.00328928,0.0,0.0
2.2344811,0.25999999,0.25999999,0.25447217,0.25117299,0.51999998,0.0,0.50564516,0.00329918,0.0,0.0,0.10507219,6.02019276,0.88308775,-0.00328928,0.0,0.0
2.23917222,0.25999999,0.25999999,0.25447217,0.25117299,0.51999998,0.0,0.50564516,0.00329918,0.0,0.0,0.10507219,6.02019276,0.88308835,-0.00328869,0.0,0.0
2.24452162,0.25999999,0.25999999,0.25447217,0.25117299,0.51999998,0.0,0.50564516,0.00329918,0.0,0.0,0.10507219,6.02019276,0.88308835,-0.00328869,0.0,0.0
2.24926519,0.25999999,0.25999999,0.25447217,0.25117299,0.51999998,0.0,0.50564516,0.00329918,0.0,0.0,0.10507219,6.02019276,0.8831321,-0.00324494,0.0,0.0
2.2540164,0.25999999,0.25999999,0.25447217,0.25117299,0.51999998,0.0,0.50564516,0.00329918,0.0,0.0,0.10491989,6.0114667,0.8831321,-0.00324494,0.0,0.0
2.25914979,0.25999999,0.25999999,0.25447217,0.25117299,0.51999998,0.0,0.50564516,0.00329918,0.0,0.0,0.10491989,6.0114667,0.88288409,-0.00349295,0.0,0.0
2.2642467,0.25999999,0.25999999,0.25447217,0.25007328,0.51999998,0.0,0.50454545,0.00439888,0.0,0.0,0.10491989,6.0114667,0.88288409,-0.00349295,0.0,0.0
2.26912427,0.25999999,0.25999999,0.25447217,0.25007328,0.51999998,0.0,0.50454545,0.00439888,0.0,0.0,0.10491989,6.0114667,0.88313019,-0.00324684,0.0,0.0
2.27421308,0.25999999,0.25999999,0.25447217,0.25007328,0.51999998,0.0,0.50454545,0.00439888,0.0,0.0,0.10479805,6.00448586,0.88313019,-0.00324684,0.0,0.0
2.27951527,0.25999999,0.25999999,0.25447217,0.25007328,0.51999998,0.0,0.50454545,0.00439888,0.0,0.0,0.10479805,6.00448586,0.88314229,-0.00323474,0.0,0.0
2.28419995,0.25999999,0.25999999,0.25447217,0.25117299,0.51999998,0.0,0.50564516,0.00329918,0.0,0.0,0.10479805,6.00448586,0.88314229,-0.00323474,0.0,0.0
2.28918648,0.25999999,0.25999999,0.25447217,0.25117299,0.51999998,0.0,0.50564516,0.00329918,0.0,0.0,0.10479805,6.00448586,0.88322419,-0.00315285,0.0,0.0
2.29447818,0.25999999,0.25999999,0.25447217,0.25117299,0.51999998,0.0,0.50564516,0.00329918,0.0,0.0,0.10470058,5.99890119,0.88322419,-0.00315285,0.0,0.0
2.29947591,0.25999999,0.25999999,0.25447217,0.25117299,0.51999998,0.0,0.50564516,0.00329918,0.0,0.0,0.10470058,5.99890119,0.88301271,-0.00336432,0.0,0.0
2.30425239,0.25999999,0.25999999,0.25447217,0.25007328,0.51999998,0.0,0.50454545,0.00439888,0.0,0.0,0.10470058,5.99890119,0.88301271,-0.00336432,0.0,0.0
2.30911851,0.25999999,0.25999999,0.25447217,0.25007328,0.51999998,0.0,0.50454545,0.00439888,0.0,0.0,0.10470058,5.99890119,0.88305825,-0.00331879,0.0,0.0
2.31407022,0.25999999,0.25999999,0.25447217,0.25007328,0.51999998,0.0,0.50454545,0.00439888,0.0,0.0,0.1043158,5.97685533,0.88305825,-0.00331879,0.0,0.0
2.31913161,0.25999999,0.25999999,0.25447217,0.25007328,0.51999998,0.0,0.50454545,0.00439888,0.0,0.0,0.1043158,5.97685533,0.88291472,-0.00346231,0.0,0.0
2.32412004,0.25999999,0.25999999,0.2533724,0.25117299,0.51999998,0.0,0.50454539,0.00219941,0.0,0.0,0.1043158,5.97685533,0.88291472,-0.00346231,0.0,0.0
2.3289814,0.25999999,0.25999999,0.2533724,0.25117299,0.51999998,0.0,0.50454539,0.00219941,0.0,0.0,0.1043158,5.97685533,0.88286412,-0.00351292,0.0,0.0
2.33415699,0.25999999,0.25999999,0.2533724,0.25117299,0.51999998,0.0,0.50454539,0.00219941,0.0,0.0,0.10431478,5.97679676,0.88286412,-0.00351292,0.0,0.0
2.33901191,0.25999999,0.25999999,0.2533724,0.25117299,0.51999998,0.0,0.50454539,0.00219941,0.0,0.0,0.10431478,5.97679676,0.88294321,-0.00343382,0.0,0.0
2.34404945,0.25999999,0.25999999,0.2533724,0.25117299,0.51999998,0.0,0.50454539,0.00219941,0.0,0.0,0.10431478,5.97679676,0.88294321,-0.00343382,0.0,0.0
2.34912872,0.25999999,0.25999999,0.2533724,0.25117299,0.51999998,0.0,0.50454539,0.00219941,0.0,0.0,0.10431478,5.97679676,0.8831504,-0.00322664,0.0,0.0
2.35392547,0.25999999,0.25999999,0.2533724,0.25117299,0.51999998,0.0,0.50454539,0.00219941,0.0,0.0,0.10431396,5.97674991,0.8831504,-0.00322664,0.0,0.0
2.35904598,0.25999999,0.25999999,0.2533724,0.25117299,0.51999998,0.0,0.50454539,0.00219941,0.0,0.0,0.10431396,5.97674991,0.88309437,-0.00328267,0.0,0.0
2.36427402,0.25999999,0.25999999,0.2533724,0.25117299,0.51999998,0.0,0.50454539,0.00219941,0.0,0.0,0.10431396,5.97674991,0.88309437,-0.00328267,0.0,0.0
2.36901188,0.25999999,0.25999999,0.2533724,0.25117299,0.51999998,0.0,0.50454539,0.00219941,0.0,0.0,0.10431396,5.97674991,0.88297516,-0.00340188,0.0,0.0
2.37410378,0.25999999,0.25999999,0.2533724,0.25117299,0.51999998,0.0,0.50454539,0.00219941,0.0,0.0,0.10431331,5.97671243,0.88297516,-0.00340188,0.0,0.0
2.37900758,0.25999999,0.25999999,0.2533724,0.25117299,0.51999998,0.0,0.50454539,0.00219941,0.0,0.0,0.10431331,5.97671243,0.88296342,-0.00341362,0.0,0.0
2.38394928,0.25999999,0.25999999,0.2533724,0.25117299,0.51999998,0.0,0.50454539,0.00219941,0.0,0.0,0.10431331,5.97671243,0.88296342,-0.00341362,0.0,0.0
2.38908458,0.25999999,0.25999999,0.2533724,0.25117299,0.51999998,0.0,0.50454539,0.00219941,0.0,0.0,0.10431331,5.97671243,0.88305515,-0.00332189,0.0,0.0
2.39400697,0.25999999,0.25999999,0.2533724,0.25117299,0.51999998,0.0,0.50454539,0.00219941,0.0,0.0,0.10431279,5.97668244,0.88305515,-0.00332189,0.0,0.0
2.39921641,0.25999999,0.25999999,0.2533724,0.25117299,0.51999998,0.0,0.50454539,0.00219941,0.0,0.0,0.10431279,5.97668244,0.88288879,-0.00348824,0.0,0.0
2.4046638,0.25999999,0.25999999,0.2533724,0.25117299,0.51999998,0.0,0.50454539,0.00219941,0.0,0.0,0.10431279,5.97668244,0.88286746,-0.00350958,0.0,0.0
2.4089222,0.25999999,0.25999999,0.2533724,0.25117299,0.51999998,0.0,0.50454539,0.00219941,0.0,0.0,0.10431279,5.97668244,0.88286746,-0.00350958,0.0,0.0
2.41408038,0.25999999,0.25999999,0.2533724,0.25117299,0.51999998,0.0,0.50454539,0.00219941,0.0,0.0,0.10431237,5.97665845,0.88286746,-0.00350958,0.0,0.0
2.41929078,0.25999999,0.25999999,0.2533724,0.25117299,0.51999998,0.0,0.50454539,0.00219941,0.0,0.0,0.10431237,5.97665845,0.88307023,-0.00330681,0.0,0.0
2.42415643,0.25999999,0.25999999,0.2533724,0.25117299,0.51999998,0.0,0.50454539,0.00219941,0.0,0.0,0.10431237,5.97665845,0.88307023,-0.00330681,0.0,0.0
2.42902327,0.25999999,0.25999999,0.2533724,0.25117299,0.51999998,0.0,0.50454539,0.00219941,0.0,0.0,0.10431237,5.97665845,0.88318884,-0.00318819,0.0,0.0
2.43406534,0.25999999,0.25999999,0.2533724,0.25117299,0.51999998,0.0,0.50454539,0.00219941,0.0,0.0,0.10431203,5.97663926,0.88318884,-0.00318819,0.0,0.0
2.43902397,0.25999999,0.25999999,0.2533724,0.25117299,0.51999998,0.0,0.50454539,0.00219941,0.0,0.0,0.10431203,5.97663926,0.88300663,-0.0033704,0.0,0.0
2.44400382,0.25999999,0.25999999,0.2533724,0.25117299,0.51999998,0.0,0.50454539,0.00219941,0.0,0.0,0.10431203,5.97663926,0.88300663,-0.0033704,0.0,0.0
2.44905686,0.25999999,0.25999999,0.2533724,0.25117299,0.51999998,0.0,0.50454539,0.00219941,0.0,0.0,0.10431203,5.97663926,0.88295829,-0.00341874,0.0,0.0
2.45402718,0.25999999,0.25999999,0.2533724,0.25117299,0.51999998,0.0,0.50454539,0.00219941,0.0,0.0,0.10431203,5.97663926,0.88295829,-0.00341874,0.0,0.0
2.45902848,0.25999999,0.25999999,0.2533724,0.25117299,0.51999998,0.0,0.50454539,0.00219941,0.0,0.0,0.10431203,5.97663926,0.88306457,-0.00331247,0.0,0.0
2.46408629,0.25999999,0.25999999,0.2522727,0.25117299,0.51999998,0.0,0.50344568,0.00109971,0.0,0.0,0.10431203,5.97663926,0.88306457,-0.00331247,0.0,0.0
2.46916008,0.25999999,0.25999999,0.2522727,0.25117299,0.51999998,0.0,0.50344568,0.00109971,0.0,0.0,0.10431203,5.97663926,0.88312125,-0.00325578,0.0,0.0
2.47397923,0.25999999,0.25999999,0.2522727,0.25117299,0.51999998,0.0,0.50344568,0.00109971,0.0,0.0,0.10431177,5.97662391,0.88312125,-0.00325578,0.0,0.0
2.47906494,0.25999999,0.25999999,0.2522727,0.25117299,0.51999998,0.0,0.50344568,0.00109971,0.0,0.0,0.10431177,5.97662391,0.883178,-0.00319904,0.0,0.0
2.48410988,0.25999999,0.25999999,0.2533724,0.25007328,0.51999998,0.0,0.50344568,0.00329912,0.0,0.0,0.10431177,5.97662391,0.883178,-0.00319904,0.0,0.0
2.48902988,0.25999999,0.25999999,0.2533724,0.25007328,0.51999998,0.0,0.50344568,0.00329912,0.0,0.0,0.10431177,5.97662391,0.88320851,-0.00316852,0.0,0.0
2.49426723,0.25999999,0.25999999,0.2533724,0.25007328,0.51999998,0.0,0.50344568,0.00329912,0.0,0.0,0.10431155,5.97661163,0.88320851,-0.00316852,0.0,0.0
2.49903035,0.25999999,0.25999999,0.2533724,0.25007328,0.51999998,0.0,0.50344568,0.00329912,0.0,0.0,0.10431155,5.97661163,0.88322413,-0.00315291,0.0,0.0
2.5041616,0.25999999,0.25999999,0.2533724,0.25007328,0.51999998,0.0,0.50344568,0.00329912,0.0,0.0,0.10431155,5.97661163,0.88322413,-0.00315291,0.0,0.0
2.50906134,0.25999999,0.25999999,0.2533724,0.25007328,0.51999998,0.0,0.50344568,0.00329912,0.0,0.0,0.10431155,5.97661163,0.88317567,-0.00320137,0.0,0.0
2.51410437,0.25999999,0.25999999,0.2533724,0.25007328,0.51999998,0.0,0.50344568,0.00329912,0.0,0.0,0.10431138,5.9766018,0.88317567,-0.00320137,0.0,0.0
2.51899958,0.25999999,0.25999999,0.2533724,0.25007328,0.51999998,0.0,0.50344568,0.00329912,0.0,0.0,0.10431138,5.9766018,0.883147,-0.00323004,0.0,0.0
