t[s],p_sum[MPa],p_diff[MPa],p1[MPa],p2[MPa],p1_cmd[MPa],p2_cmd[MPa],theta[rad],theta[deg]
3.100239992141723633e+00,5.000000000000000000e-01,3.333333432674407959e-01,4.166666716337203979e-01,8.333332836627960205e-02,4.166666666666666852e-01,8.333333333333312054e-02,-5.435919299648903635e-01,-3.114552336435924573e+01
3.125338077545166016e+00,4.545454680919647217e-01,3.787878751754760742e-01,4.166666716337203979e-01,3.787879645824432373e-02,4.166666666666666852e-01,3.787878787878790066e-02,-5.401046260208672845e-01,-3.094571556648739730e+01
3.150218248367309570e+00,4.545454680919647217e-01,3.787878751754760742e-01,4.166666716337203979e-01,3.787879645824432373e-02,4.166666666666666852e-01,3.787878787878790066e-02,-5.271905096656035461e-01,-3.020579120318991428e+01
3.175158023834228516e+00,4.545454680919647217e-01,3.787878751754760742e-01,4.166666716337203979e-01,3.787879645824432373e-02,4.166666666666666852e-01,3.787878787878790066e-02,-5.271905096656035461e-01,-3.020579120318991428e+01
3.200207471847534180e+00,4.545454680919647217e-01,3.787878751754760742e-01,4.166666716337203979e-01,3.787879645824432373e-02,4.166666666666666852e-01,3.787878787878790066e-02,-4.594454376701678777e-01,-2.632428449504154599e+01
3.225205183029174805e+00,4.545454680919647217e-01,3.787878751754760742e-01,4.166666716337203979e-01,3.787879645824432373e-02,4.166666666666666852e-01,3.787878787878790066e-02,-4.065194621484296000e-01,-2.329184947103323822e+01
3.250161647796630859e+00,4.545454680919647217e-01,3.787878751754760742e-01,4.166666716337203979e-01,3.787879645824432373e-02,4.166666666666666852e-01,3.787878787878790066e-02,-3.448505238036799203e-01,-1.975847957682659128e+01
3.275001764297485352e+00,4.545454680919647217e-01,3.787878751754760742e-01,4.166666716337203979e-01,3.787879645824432373e-02,4.166666666666666852e-01,3.787878787878790066e-02,-2.777211959884067216e-01,-1.591225241146127445e+01
3.299988746643066406e+00,4.545454680919647217e-01,3.787878751754760742e-01,4.166666716337203979e-01,3.787879645824432373e-02,4.166666666666666852e-01,3.787878787878790066e-02,-1.382875795681616227e-01,-7.923294668335215896e+00
3.325100421905517578e+00,4.545454680919647217e-01,3.787878751754760742e-01,4.166666716337203979e-01,3.787879645824432373e-02,4.166666666666666852e-01,3.787878787878790066e-02,-7.074656316950263257e-02,-4.053479484668173427e+00
3.350110769271850586e+00,4.545454680919647217e-01,3.787878751754760742e-01,4.166666716337203979e-01,3.787879645824432373e-02,4.166666666666666852e-01,3.787878787878790066e-02,-6.896273008107328684e-03,-3.951273377345385085e-01
3.374941587448120117e+00,4.545454680919647217e-01,3.787878751754760742e-01,4.166666716337203979e-01,3.787879645824432373e-02,4.166666666666666852e-01,3.787878787878790066e-02,5.216065921801425059e-02,2.988585629812369415e+00
3.400052309036254883e+00,4.545454680919647217e-01,3.787878751754760742e-01,4.166666716337203979e-01,3.787879645824432373e-02,4.166666666666666852e-01,3.787878787878790066e-02,1.064625166231854686e-01,6.099852878849896243e+00
3.425165414810180664e+00,4.545454680919647217e-01,3.787878751754760742e-01,4.166666716337203979e-01,3.787879645824432373e-02,4.166666666666666852e-01,3.787878787878790066e-02,1.563467218564421335e-01,8.958007303079916994e+00
3.449896812438964844e+00,4.545454680919647217e-01,3.787878751754760742e-01,4.166666716337203979e-01,3.787879645824432373e-02,4.166666666666666852e-01,3.787878787878790066e-02,2.017764168794357882e-01,1.156093709246393608e+01
3.474835157394409180e+00,4.545454680919647217e-01,3.787878751754760742e-01,4.166666716337203979e-01,3.787879645824432373e-02,4.166666666666666852e-01,3.787878787878790066e-02,2.421085229463333932e-01,1.387179654897115100e+01
3.499914646148681641e+00,4.545454680919647217e-01,3.787878751754760742e-01,4.166666716337203979e-01,3.787879645824432373e-02,4.166666666666666852e-01,3.787878787878790066e-02,3.099428734936185426e-01,1.775841854134153408e+01
3.524971485137939453e+00,4.545454680919647217e-01,3.787878751754760742e-01,4.166666716337203979e-01,3.787879645824432373e-02,4.166666666666666852e-01,3.787878787878790066e-02,3.390727575953019213e-01,1.942743795807322726e+01
3.550101280212402344e+00,4.545454680919647217e-01,3.787878751754760742e-01,4.166666716337203979e-01,3.787879645824432373e-02,4.166666666666666852e-01,3.787878787878790066e-02,3.642174418221114651e-01,2.086812224145858607e+01
3.574967622756958008e+00,4.545454680919647217e-01,3.787878751754760742e-01,4.166666716337203979e-01,3.787879645824432373e-02,4.166666666666666852e-01,3.787878787878790066e-02,3.858671699914446585e-01,2.210856029316686744e+01
3.599959373474121094e+00,4.545454680919647217e-01,3.787878751754760742e-01,4.166666716337203979e-01,3.787879645824432373e-02,4.166666666666666852e-01,3.787878787878790066e-02,4.047209333147969157e-01,2.318880135953349964e+01
3.625007390975952148e+00,4.545454680919647217e-01,3.787878751754760742e-01,4.166666716337203979e-01,3.787879645824432373e-02,4.166666666666666852e-01,3.787878787878790066e-02,4.213379247613643352e-01,2.414088483762679971e+01
3.649994373321533203e+00,4.545454680919647217e-01,3.787878751754760742e-01,4.166666716337203979e-01,3.787879645824432373e-02,4.166666666666666852e-01,3.787878787878790066e-02,4.355519063913496636e-01,2.495528599510144119e+01
3.674966096878051758e+00,4.545454680919647217e-01,3.787878751754760742e-01,4.166666716337203979e-01,3.787879645824432373e-02,4.166666666666666852e-01,3.787878787878790066e-02,4.475366840104921806e-01,2.564196317108115508e+01
3.700326442718505859e+00,4.545454680919647217e-01,3.787878751754760742e-01,4.166666716337203979e-01,3.787879645824432373e-02,4.166666666666666852e-01,3.787878787878790066e-02,4.659605891808504263e-01,2.669757517949193826e+01
3.725161790847778320e+00,4.545454680919647217e-01,3.787878751754760742e-01,4.166666716337203979e-01,3.787879645824432373e-02,4.166666666666666852e-01,3.787878787878790066e-02,4.733976110299784601e-01,2.712368514359355487e+01
3.750053167343139648e+00,4.545454680919647217e-01,3.787878751754760742e-01,4.166666716337203979e-01,3.787879645824432373e-02,4.166666666666666852e-01,3.787878787878790066e-02,4.799608208244351415e-01,2.749972936487484532e+01
3.774913072586059570e+00,4.545454680919647217e-01,3.787878751754760742e-01,4.166666716337203979e-01,3.787879645824432373e-02,4.166666666666666852e-01,3.787878787878790066e-02,4.855181848175775805e-01,2.781814286689987981e+01
3.800315856933593750e+00,4.545454680919647217e-01,3.787878751754760742e-01,4.166666716337203979e-01,3.787879645824432373e-02,4.166666666666666852e-01,3.787878787878790066e-02,4.949320512925575177e-01,2.835751768481592805e+01
3.825250625610351562e+00,4.545454680919647217e-01,3.787878751754760742e-01,4.166666716337203979e-01,3.787879645824432373e-02,4.166666666666666852e-01,3.787878787878790066e-02,4.949320512925575177e-01,2.835751768481592805e+01
3.850362777709960938e+00,4.545454680919647217e-01,3.787878751754760742e-01,4.166666716337203979e-01,3.787879645824432373e-02,4.166666666666666852e-01,3.787878787878790066e-02,4.987223538223840014e-01,2.857468602285274173e+01
3.875268220901489258e+00,4.545454680919647217e-01,3.787878751754760742e-01,4.166666716337203979e-01,3.787879645824432373e-02,4.166666666666666852e-01,3.787878787878790066e-02,5.017545958462451550e-01,2.874842069328219551e+01
3.900237560272216797e+00,4.545454680919647217e-01,3.787878751754760742e-01,4.166666716337203979e-01,3.787879645824432373e-02,4.166666666666666852e-01,3.787878787878790066e-02,5.069800536018213011e-01,2.904781736870060982e+01
3.925225973129272461e+00,4.545454680919647217e-01,3.787878751754760742e-01,4.166666716337203979e-01,3.787879645824432373e-02,4.166666666666666852e-01,3.787878787878790066e-02,5.089743479849492269e-01,2.916208201996048643e+01
3.950344562530517578e+00,4.545454680919647217e-01,3.787878751754760742e-01,4.166666716337203979e-01,3.787879645824432373e-02,4.166666666666666852e-01,3.787878787878790066e-02,5.108765796490287725e-01,2.927107186596839128e+01
3.975385189056396484e+00,4.545454680919647217e-01,3.787878751754760742e-01,4.166666716337203979e-01,3.787879645824432373e-02,4.166666666666666852e-01,3.787878787878790066e-02,5.123983649802923424e-01,2.935826374277471373e+01
4.000362634658813477e+00,4.242424368858337402e-01,2.424242496490478516e-01,3.333333432674407959e-01,9.090909361839294434e-02,3.333333333333333703e-01,9.090909090909091161e-02,5.145897358573119362e-01,2.948382004537581835e+01
4.025259733200073242e+00,3.409090936183929443e-01,1.590909063816070557e-01,2.500000000000000000e-01,9.090909361839294434e-02,2.500000000000000000e-01,9.090909090909091161e-02,5.153688899469188733e-01,2.952846228630065184e+01
4.050030231475830078e+00,2.727272808551788330e-01,9.090909361839294434e-02,1.818181872367858887e-01,9.090909361839294434e-02,1.818181818181817955e-01,9.090909090909091161e-02,5.153688899469188733e-01,2.952846228630065184e+01
4.075002431869506836e+00,2.727272808551788330e-01,9.090909361839294434e-02,1.818181872367858887e-01,9.090909361839294434e-02,1.818181818181817955e-01,9.090909090909091161e-02,5.162990093761815613e-01,2.958175420404052147e+01
4.100241899490356445e+00,2.727272808551788330e-01,9.090909361839294434e-02,1.818181872367858887e-01,9.090909361839294434e-02,1.818181818181817955e-01,9.090909090909091161e-02,5.176383813543198320e-01,2.965849456558593289e+01
4.125165224075317383e+00,2.727272808551788330e-01,9.090909361839294434e-02,1.818181872367858887e-01,9.090909361839294434e-02,1.818181818181817955e-01,9.090909090909091161e-02,5.178078063445252788e-01,2.966820190246875200e+01
4.150221347808837891e+00,2.727272808551788330e-01,9.090909361839294434e-02,1.818181872367858887e-01,9.090909361839294434e-02,1.818181818181817955e-01,9.090909090909091161e-02,5.173297540215353596e-01,2.964081152197500302e+01
4.174940347671508789e+00,2.727272808551788330e-01,9.090909361839294434e-02,1.818181872367858887e-01,9.090909361839294434e-02,1.818181818181817955e-01,9.090909090909091161e-02,5.154133313752577994e-01,2.953100859258000455e+01
4.200331687927246094e+00,2.727272808551788330e-01,9.090909361839294434e-02,1.818181872367858887e-01,9.090909361839294434e-02,1.818181818181817955e-01,9.090909090909091161e-02,5.002591179985020897e-01,2.866273612425120731e+01
4.225247383117675781e+00,2.727272808551788330e-01,9.090909361839294434e-02,1.818181872367858887e-01,9.090909361839294434e-02,1.818181818181817955e-01,9.090909090909091161e-02,4.888713839385917526e-01,2.801026702440096727e+01
4.250484704971313477e+00,2.727272808551788330e-01,9.090909361839294434e-02,1.818181872367858887e-01,9.090909361839294434e-02,1.818181818181817955e-01,9.090909090909091161e-02,4.770000312724693159e-01,2.733008861952077595e+01
4.275063991546630859e+00,2.727272808551788330e-01,9.090909361839294434e-02,1.818181872367858887e-01,9.090909361839294434e-02,1.818181818181817955e-01,9.090909090909091161e-02,4.770000312724693159e-01,2.733008861952077595e+01
4.300139665603637695e+00,2.727272808551788330e-01,9.090909361839294434e-02,1.818181872367858887e-01,9.090909361839294434e-02,1.818181818181817955e-01,9.090909090909091161e-02,4.524194571883711768e-01,2.592172546649330300e+01
4.324965953826904297e+00,2.727272808551788330e-01,9.090909361839294434e-02,1.818181872367858887e-01,9.090909361839294434e-02,1.818181818181817955e-01,9.090909090909091161e-02,4.398617897752875594e-01,2.520222412319464311e+01
4.350055217742919922e+00,2.727272808551788330e-01,9.090909361839294434e-02,1.818181872367858887e-01,9.090909361839294434e-02,1.818181818181817955e-01,9.090909090909091161e-02,4.282816750569350406e-01,2.453873242355571804e+01
4.374911546707153320e+00,2.727272808551788330e-01,9.090909361839294434e-02,1.818181872367858887e-01,9.090909361839294434e-02,1.818181818181817955e-01,9.090909090909091161e-02,4.177903986519445056e-01,2.393762656384457799e+01
4.399995803833007812e+00,2.727272808551788330e-01,9.090909361839294434e-02,1.818181872367858887e-01,9.090909361839294434e-02,1.818181818181817955e-01,9.090909090909091161e-02,3.992468436638942908e-01,2.287515912586053446e+01
4.425273180007934570e+00,2.727272808551788330e-01,9.090909361839294434e-02,1.818181872367858887e-01,9.090909361839294434e-02,1.818181818181817955e-01,9.090909090909091161e-02,3.908809796465863573e-01,2.239583042568843041e+01
4.449988365173339844e+00,2.727272808551788330e-01,9.090909361839294434e-02,1.818181872367858887e-01,9.090909361839294434e-02,1.818181818181817955e-01,9.090909090909091161e-02,3.835746961175857672e-01,2.197721121555074930e+01
4.475128173828125000e+00,2.727272808551788330e-01,9.090909361839294434e-02,1.818181872367858887e-01,9.090909361839294434e-02,1.818181818181817955e-01,9.090909090909091161e-02,3.771160769792309964e-01,2.160715959744059944e+01
4.500374078750610352e+00,2.727272808551788330e-01,9.090909361839294434e-02,1.818181872367858887e-01,9.090909361839294434e-02,1.818181818181817955e-01,9.090909090909091161e-02,3.713355893533929475e-01,2.127596205295248311e+01
4.524881601333618164e+00,2.727272808551788330e-01,9.090909361839294434e-02,1.818181872367858887e-01,9.090909361839294434e-02,1.818181818181817955e-01,9.090909090909091161e-02,3.667111992527224973e-01,2.101100401736198720e+01
4.549940824508666992e+00,2.727272808551788330e-01,9.090909361839294434e-02,1.818181872367858887e-01,9.090909361839294434e-02,1.818181818181817955e-01,9.090909090909091161e-02,3.630116871721861260e-01,2.079903758888958976e+01
4.574851512908935547e+00,2.727272808551788330e-01,9.090909361839294434e-02,1.818181872367858887e-01,9.090909361839294434e-02,1.818181818181817955e-01,9.090909090909091161e-02,3.600520775077570290e-01,2.062946444611167252e+01
4.600190401077270508e+00,2.727272808551788330e-01,9.090909361839294434e-02,1.818181872367858887e-01,9.090909361839294434e-02,1.818181818181817955e-01,9.090909090909091161e-02,3.557902395909791626e-01,2.038527912051147339e+01
4.625026941299438477e+00,2.727272808551788330e-01,9.090909361839294434e-02,1.818181872367858887e-01,9.090909361839294434e-02,1.818181818181817955e-01,9.090909090909091161e-02,3.542749194427914916e-01,2.029845767140918156e+01
4.650068044662475586e+00,2.727272808551788330e-01,9.090909361839294434e-02,1.818181872367858887e-01,9.090909361839294434e-02,1.818181818181817955e-01,9.090909090909091161e-02,3.530626633242413548e-01,2.022900051212734951e+01
4.675263881683349609e+00,2.727272808551788330e-01,9.090909361839294434e-02,1.818181872367858887e-01,9.090909361839294434e-02,1.818181818181817955e-01,9.090909090909091161e-02,3.520928584294012453e-01,2.017343478470188245e+01
4.700184345245361328e+00,2.727272808551788330e-01,9.090909361839294434e-02,1.818181872367858887e-01,9.090909361839294434e-02,1.818181818181817955e-01,9.090909090909091161e-02,3.513170145135291467e-01,2.012898220276150951e+01
4.725091218948364258e+00,2.727272808551788330e-01,9.090909361839294434e-02,1.818181872367858887e-01,9.090909361839294434e-02,1.818181818181817955e-01,9.090909090909091161e-02,3.506963393808314455e-01,2.009342013720920761e+01
4.750101804733276367e+00,2.727272808551788330e-01,9.090909361839294434e-02,1.818181872367858887e-01,9.090909361839294434e-02,1.818181818181817955e-01,9.090909090909091161e-02,3.501997992746733179e-01,2.006497048476736822e+01
4.775018215179443359e+00,2.727272808551788330e-01,9.090909361839294434e-02,1.818181872367858887e-01,9.090909361839294434e-02,1.818181818181817955e-01,9.090909090909091161e-02,3.498025671897467825e-01,2.004221076281389813e+01
4.799989223480224609e+00,2.727272808551788330e-01,9.090909361839294434e-02,1.818181872367858887e-01,9.090909361839294434e-02,1.818181818181817955e-01,9.090909090909091161e-02,3.492305529874525916e-01,2.000943676320089537e+01
4.824980020523071289e+00,2.727272808551788330e-01,9.090909361839294434e-02,1.818181872367858887e-01,9.090909361839294434e-02,1.818181818181817955e-01,9.090909090909091161e-02,3.487203740023930854e-01,1.998020566056072056e+01
4.849853992462158203e+00,2.727272808551788330e-01,9.090909361839294434e-02,1.818181872367858887e-01,9.090909361839294434e-02,1.818181818181817955e-01,9.090909090909091161e-02,3.486190269719225965e-01,1.997439890344857716e+01
4.875061511993408203e+00,2.727272808551788330e-01,9.090909361839294434e-02,1.818181872367858887e-01,9.090909361839294434e-02,1.818181818181817955e-01,9.090909090909091161e-02,3.485379493475462276e-01,1.996975349775886244e+01
4.899846315383911133e+00,2.727272808551788330e-01,9.090909361839294434e-02,1.818181872367858887e-01,9.090909361839294434e-02,1.818181818181817955e-01,9.090909090909091161e-02,3.478689644848053097e-01,1.993142348856567025e+01
4.925264120101928711e+00,2.727272808551788330e-01,9.090909361839294434e-02,1.818181872367858887e-01,9.090909361839294434e-02,1.818181818181817955e-01,9.090909090909091161e-02,3.478689644848053097e-01,1.993142348856567025e+01
4.949856519699096680e+00,2.727272808551788330e-01,9.090909361839294434e-02,1.818181872367858887e-01,9.090909361839294434e-02,1.818181818181817955e-01,9.090909090909091161e-02,3.479378993578524093e-01,1.993537316585253905e+01
