t[s],theta[rad],theta_ref[rad],error[rad],p1[MPa],p2[MPa],cost,comp_time[s]
0.6900000000000004,0.46818235691349297,0.5235987755982988,0.055416418684805846,0.31500000000000006,0.09360211912382145,0.3158932337546484,0.08169078826904297
0.7000000000000004,0.5599367435942294,0.5235987755982988,-0.03633796799593059,0.31500000000000006,0.09360211912382145,0.055416418684805846,0.0835111141204834
0.7100000000000004,0.5457755250408107,0.5235987755982988,-0.02217674944251191,0.31500000000000006,0.09360211912382145,0.03633796799593059,0.08912277221679688
0.7200000000000004,0.19704331669966219,0.5235987755982988,0.32655545889863663,0.31500000000000006,0.09360211912382145,0.02217674944251191,0.08922004699707031
0.7300000000000004,-0.13375321129760842,0.5235987755982988,0.6573519868959072,0.31500000000000006,0.09360211912382145,0.32655545889863663,0.08329057693481445
0.7400000000000004,0.01915043191169674,0.5235987755982988,0.5044483436866021,0.31500000000000006,0.09360211912382145,0.6573519868959072,0.08593010902404785
0.7500000000000004,0.6712385917785597,0.5235987755982988,-0.1476398161802609,0.31500000000000006,0.09360211912382145,0.5044483436866021,0.0912783145904541
0.7600000000000005,0.9662422188498003,0.5235987755982988,-0.4426434432515015,0.31500000000000006,0.09360211912382145,0.1476398161802609,0.08014154434204102
0.7700000000000005,0.3942941107809612,0.5235987755982988,0.1293046648173376,0.31500000000000006,0.09360211912382145,0.4426434432515015,0.08005404472351074
0.7800000000000005,-0.23971942519312228,0.5235987755982988,0.7633182007914211,0.3500000000000001,0.05860211912382145,0.1293046648173376,0.0934443473815918
0.7900000000000005,-0.10869825760862928,0.5235987755982988,0.6322970332069281,0.3500000000000001,0.05860211912382145,0.7633182007914211,0.08530116081237793
0.8000000000000005,0.2204763149966742,0.5235987755982988,0.3031224606016246,0.3500000000000001,0.05860211912382145,0.6322970332069281,0.08427071571350098
0.8100000000000005,0.4688899974501597,0.5235987755982988,0.054708778148139126,0.3500000000000001,0.05860211912382145,0.3031224606016246,0.08441781997680664
0.8200000000000005,0.5790219924577518,0.5235987755982988,-0.05542321685945295,0.3500000000000001,0.05860211912382145,0.054708778148139126,0.08230876922607422
0.8300000000000005,0.6110952299089601,0.5235987755982988,-0.08749645431066133,0.3500000000000001,0.05860211912382145,0.05542321685945295,0.07769370079040527
0.8400000000000005,0.3507318206983565,0.5235987755982988,0.1728669548999423,0.3500000000000001,0.05860211912382145,0.08749645431066133,0.08098173141479492
0.8500000000000005,-0.11871900018415515,0.5235987755982988,0.642317775782454,0.3850000000000001,0.023602119123821444,0.1728669548999423,0.06620287895202637
0.8600000000000005,-0.35457932633141853,0.5235987755982988,0.8781781019297173,0.3850000000000001,0.023602119123821444,0.642317775782454,0.07911920547485352
0.8700000000000006,0.29956440078664803,0.5235987755982988,0.22403437481165078,0.3850000000000001,0.023602119123821444,0.8781781019297173,0.08105802536010742
0.8800000000000006,1.035499682386624,0.5235987755982988,-0.5119009067883252,0.3850000000000001,0.023602119123821444,0.22403437481165078,0.08489346504211426
0.8900000000000006,0.926888683890954,0.5235987755982988,-0.4032899082926552,0.3850000000000001,0.023602119123821444,0.5119009067883252,0.08092546463012695
0.9000000000000006,0.0666286098864819,0.5235987755982988,0.4569701657118169,0.3850000000000001,0.023602119123821444,0.4032899082926552,0.08261632919311523
0.9100000000000006,-0.33090106658119023,0.5235987755982988,0.854499842179489,0.42000000000000015,0.006717518226931788,0.4569701657118169,0.08234477043151855
0.9200000000000006,-0.09254518807004408,0.5235987755982988,0.6161439636683429,0.42000000000000015,0.006717518226931788,0.854499842179489,0.07674622535705566
0.9300000000000006,0.32272518994645827,0.5235987755982988,0.20087358565184055,0.42000000000000015,0.006717518226931788,0.6161439636683429,0.09564208984375
0.9400000000000006,0.5580058744421446,0.5235987755982988,-0.03440709884384574,0.42000000000000015,0.006717518226931788,0.20087358565184055,0.08796930313110352
0.9500000000000006,0.7768073782774049,0.5235987755982988,-0.25320860267910605,0.3850000000000001,0.04171751822693179,0.03440709884384574,0.0675208568572998
0.9600000000000006,0.5253717645877319,0.5235987755982988,-0.0017729889894331219,0.3850000000000001,0.04171751822693179,0.25320860267910605,0.08099842071533203
0.9700000000000006,-0.09672068652169408,0.5235987755982988,0.6203194621199929,0.3500000000000001,0.006717518226931785,0.0017729889894331219,0.06195235252380371
0.9800000000000006,-0.5397576494574592,0.5235987755982988,1.063356425055758,0.3850000000000001,0.04171751822693179,0.6203194621199929,0.0665442943572998
0.9900000000000007,-0.20315517639624514,0.5235987755982988,0.726753951994544,0.3850000000000001,0.04171751822693179,1.063356425055758,0.07793569564819336
