t[s],p1_cmd[MPa],p2_cmd[MPa],p1_meas[MPa],p2_meas[MPa],p_sum_cmd[MPa],p_diff_cmd[MPa],p_sum_meas[MPa],p_diff_meas[MPa],dp_sum_dt[MPa/s],dp_diff_dt[MPa/s],theta[rad],theta[deg],z[m],dz[m],dp1_cmd_dt[MPa/s],dp2_cmd_dt[MPa/s]
3.27379727,0.33694124,0.51305878,0.19178885,0.18958944,0.85000002,-0.17611751,0.38137829,0.00219941,0.0,0.0,-0.12889974,-7.38541126,0.88362628,0.00175416,0.0,0.0
3.2789216,0.34944123,0.45055875,0.19178885,0.18958944,0.80000001,-0.10111751,0.38137829,0.00219941,0.0,12.65414388,-0.12889974,-7.38541126,0.88362628,0.00175416,6.327071490439339,-6.327074491801962
3.28418016,0.40018323,0.44981676,0.19178885,0.18958944,0.85000002,-0.04963351,0.38137829,0.00219941,4.59217274,-2.35266792,-0.12889974,-7.38541126,0.88362622,0.00175411,1.1197523675718144,3.472420478887909
3.28876305,0.36063367,0.48526719,0.19178885,0.18958944,0.84590089,-0.12463351,0.38137829,0.00219941,4.59216678,-15.00681181,-0.12889974,-7.38541126,0.88362622,0.00175411,-5.207319122867525,9.799494970689866
3.29378486,0.34813368,0.54776722,0.19178885,0.18958944,0.89590085,-0.19963351,0.38137829,0.00219941,10.00453797,-9.19926161,-0.12889067,-7.3848915,0.88362622,0.00175411,0.4026427998300194,9.601902263601389
3.29866362,0.36465827,0.58124262,0.19178885,0.18958944,0.94590086,-0.21658437,0.38137829,0.00219941,10.00454394,-9.19926236,-0.12889067,-7.3848915,0.88364738,0.00177526,0.40263979846740233,9.601899262238772
3.30380845,0.35215825,0.64374262,0.19178885,0.21048385,0.99590087,-0.29158437,0.4022727,-0.018695,8.68587802,-15.00681143,-0.12889067,-7.3848915,0.88364738,0.00177526,-3.160472854667369,11.846341238890016
3.30898595,0.33306789,0.69965225,0.19178885,0.21048385,1.03272021,-0.36658436,0.4022727,-0.018695,2.46782273,-8.7887636,-0.12889067,-7.3848915,0.88363451,0.00176239,-3.1604688528505407,5.628292244663665
3.313936,0.32056791,0.69999999,0.19178885,0.21048385,1.02056789,-0.37943211,0.4022727,-0.018695,-6.02781819,-6.09739648,-0.12857662,-7.36689758,0.88363451,0.00176239,-6.062604422391166,0.034789794566642086
3.31886268,0.27246937,0.69999999,0.19178885,0.21048385,0.97246939,-0.42753065,0.4022727,-0.018695,-9.81430684,-7.68557688,-0.12857662,-7.36689758,0.88365859,0.00178647,-8.749945475221796,-1.0643662222619916
3.32387066,0.23310818,0.68936116,0.19838709,0.26766863,0.92246938,-0.45625299,0.46605572,-0.06928155,-4.56391327,-4.56390731,-0.12857662,-7.36689758,0.88365859,0.00178647,-4.5639100151343746,0.0
3.32884598,0.22685099,0.69999999,0.19838709,0.26766863,0.92685097,-0.473149,0.46605572,-0.06928155,-3.38393283,5.81303669,-0.12857662,-7.36689758,0.88362098,0.00174886,1.2145534072435635,-4.5984827111382645
3.33381319,0.2452482,0.64339721,0.19838709,0.26766863,0.88864541,-0.39814901,0.46605572,-0.06928155,-8.8245635,15.00681292,-0.12857662,-7.36689758,0.88362098,0.00174886,3.091123370001516,-11.91568772219325
3.33888268,0.25774819,0.58089721,0.19838709,0.26766863,0.8386454,-0.323149,0.46605572,-0.06928155,-10.00454394,15.00681292,-0.12857662,-7.36689758,0.88347238,0.00160027,2.5011355155171966,-12.505677577585985
3.34386468,0.2702482,0.51839721,0.22807917,0.33255133,0.78864539,-0.24814901,0.5606305,-0.10447216,-2.02413892,15.00681143,-0.12857662,-7.36689758,0.88317651,0.00130439,6.491335066102239,-8.51547802700095
3.34890366,0.32263207,0.49578109,0.22807917,0.33255133,0.8184132,-0.173149,0.5606305,-0.10447216,6.63116592,15.00681218,-0.12857662,-7.36689758,0.88317651,0.00130439,10.818988820895065,-4.18782527266233
3.35396004,0.37838897,0.47653797,0.22807917,0.33255133,0.85492694,-0.09814901,0.5606305,-0.10447216,3.40588923,15.00681218,-0.12587101,-7.21187744,0.88280696,0.00093484,9.206353684547581,-5.800460409009809
3.35907888,0.41465381,0.43780282,0.22807917,0.33255133,0.85245663,-0.02314901,0.5606305,-0.10447216,-5.24941561,15.00681255,-0.12587101,-7.21187744,0.88280696,0.00093484,4.8786979288463375,-10.12811316334843
3.36362505,0.4271538,0.37530282,0.26217011,0.37763929,0.80245662,0.05185099,0.6398094,-0.11546919,-10.00454394,15.00681218,-0.12587101,-7.21187744,0.88280696,0.00093484,2.501135515517194,-12.505677577585985
3.36913657,0.43965381,0.31280282,0.26217011,0.37763929,0.75245661,0.12685099,0.6398094,-0.11546919,-10.00453797,15.00681255,-0.12587101,-7.21187744,0.8825841,0.00071198,2.5011355155171993,-12.505677577585985
3.37410736,0.4521538,0.25030282,0.26217011,0.37763929,0.70245665,0.201851,0.6398094,-0.11546919,-5.75625537,13.32914023,-0.11757059,-6.73629883,0.88225961,0.00038749,3.786441044223712,-9.542699385494886
3.37896013,0.47750103,0.21741915,0.26217011,0.37763929,0.69492018,0.26008189,0.6398094,-0.11546919,4.24828261,13.32913874,-0.11757059,-6.73629883,0.88225961,0.00038749,8.78871307571231,-4.540429354914698
3.38399959,0.54000103,0.20491914,0.27756599,0.41502929,0.74492019,0.33508188,0.69259527,-0.1374633,10.00454394,0.0,-0.11757059,-6.73629883,0.88225961,0.00038749,5.00227303194281,5.002272031488599
3.38875508,0.52750105,0.26741916,0.27756599,0.41502929,0.79492021,0.26008189,0.69259527,-0.1374633,10.00453797,0.0,-0.11757059,-6.73629883,0.8819896,0.00011748,5.00227303194281,5.002271031034393
3.39380479,0.59000105,0.25491914,0.27756599,0.41502929,0.84492016,0.33508188,0.69259527,-0.1374633,10.00453797,15.00681292,-0.10510114,-6.02185156,0.8819896,0.00011748,12.505677577585985,-2.5011365159714023
3.39878559,0.65250105,0.24241915,0.27756599,0.41502929,0.89492017,0.41008189,0.69259527,-0.1374633,8.5037568,13.50602877,-0.10510114,-6.02185156,0.8816967,-0.00017542,11.004890220129807,-2.501134515062991
3.40415812,0.69999999,0.22991915,0.29736069,0.43372434,0.92991912,0.47008085,0.73108503,-0.13636366,2.25091833,7.25318732,-0.10510114,-6.02185156,0.8816967,-0.00017542,4.752051431336816,-2.5011355155171966
3.40874839,0.69999999,0.21741915,0.29736069,0.43372434,0.91741914,0.48258084,0.73108503,-0.13636366,-2.501133,2.50113598,-0.10510114,-6.02185156,0.88143933,-0.00043279,0.0,-2.5011365159714023
3.41387057,0.69999999,0.20491914,0.29736069,0.43372434,0.90491915,0.49508086,0.73108503,-0.13636366,-2.501133,2.50113897,-0.09175081,-5.25693437,0.88143933,-0.00043279,0.0,-2.501134515062991
3.41901422,0.69999999,0.19241916,0.29736069,0.43372434,0.89241916,0.50758088,0.73108503,-0.13636366,-2.501133,2.50113598,-0.09175081,-5.25693437,0.881235,-0.00063711,0.0,-2.501134515062991
3.42376208,0.69999999,0.17991915,0.33255133,0.41942811,0.87991917,0.52008086,0.75197944,-0.08687678,3.7516995,-6.25284145,-0.09175081,-5.25693437,0.88095814,-0.00091398,-1.250566757304394,5.0022700305801875
3.42886448,0.6875,0.24241915,0.33255133,0.41942811,0.92991912,0.44508085,0.75197944,-0.08687678,5.00226601,-5.00227197,-0.09175081,-5.25693437,0.88095814,-0.00091398,0.0,5.002271031034393
3.43395758,0.69999999,0.22991915,0.33255133,0.41942811,0.92991912,0.47008085,0.75197944,-0.08687678,1.66032583,0.84081016,-0.08076376,-4.6274225,0.8806904,-0.00118172,1.250566757304394,0.4097570296903578
3.43874526,0.69999999,0.24651486,0.33255133,0.41942811,0.94651484,0.45348513,0.75197944,-0.08687678,1.68246708,-1.6824641,-0.08076376,-4.6274225,0.8806904,-0.00118172,0.0,1.6824638385781079
3.44395328,0.69999999,0.24673615,0.37653959,0.40513194,0.94673616,0.45326385,0.78167152,-0.02859235,-1.22842525,1.22842823,-0.08076376,-4.6274225,0.88045645,-0.00141567,0.0,-1.2284287066294464
3.44925308,0.69999999,0.23423615,0.37653959,0.40513194,0.93423617,0.46576384,0.78167152,-0.02859235,-1.50340497,1.50340199,-0.08076376,-4.6274225,0.88045645,-0.00141567,0.0,-1.5034035452054058
3.45426202,0.69999999,0.23170894,0.37653959,0.40513194,0.93170893,0.46829104,0.78167152,-0.02859235,4.7494335,-7.25056948,-0.07197411,-4.123813,0.88022333,-0.00164878,-1.250566757304394,6.000003001346181
3.45914698,0.6875,0.29420894,0.37653959,0.40513194,0.98170894,0.39329106,0.78167152,-0.02859235,10.00454394,-15.00680994,-0.07197411,-4.123813,0.88022333,-0.00164878,-2.501133514608788,12.505677577585983
3.46385622,0.67500001,0.35670894,0.42052782,0.40183282,1.03170896,0.31829107,0.82236063,0.018695,9.58613801,-7.08500799,-0.07197411,-4.123813,0.88022333,-0.00164878,1.250566757304394,8.335575351186622
3.46906757,0.69999999,0.37752685,0.42052782,0.40183282,1.07752681,0.32247314,0.82236063,0.018695,3.33330551,1.66896646,-0.07197411,-4.123813,0.88009936,-0.00177276,2.501133514608788,0.8321698050892355
3.47391987,0.69999999,0.36502686,0.42052782,0.40183282,1.06502688,0.33497316,0.82236063,0.018695,-2.501133,2.50113598,-0.0652492,-3.73850352,0.88009936,-0.00177276,0.0,-2.501136515971405
3.47908092,0.69999999,0.35252684,0.42052782,0.40183282,1.05252683,0.34747314,0.82236063,0.018695,-2.501133,2.501133,-0.0652492,-3.73850352,0.88004744,-0.00182468,0.0,-2.5011355155171993
3.48422289,0.69999999,0.34002686,0.46121699,0.38093841,1.0400269,0.35997313,0.8421554,0.08027858,-1.4584844,1.45849036,-0.0652492,-3.73850352,0.8799724,-0.00189972,0.0,-1.4584901545261617
3.48873305,0.69999999,0.33794856,0.46121699,0.38093841,1.03794861,0.36205143,0.8421554,0.08027858,-1.45849633,1.45849335,-0.0652492,-3.73850352,0.8799724,-0.00189972,0.0,-1.4584911549803674
3.49381399,0.69999999,0.32544857,0.46121699,0.38093841,1.02544856,0.37455145,0.8421554,0.08027858,-4.59056865,4.59056567,-0.06017606,-3.44783407,0.8799724,-0.00189972,0.0,-4.590563115641934
3.49912357,0.69999999,0.29206377,0.46121699,0.38093841,0.99206376,0.40793625,0.8421554,0.08027858,-7.55836156,7.55836156,-0.06017606,-3.44783407,0.87987244,-0.00199968,0.0,-7.558364497461153
3.50388384,0.69999999,0.24989924,0.49200881,0.35454541,0.94989926,0.45010075,0.84655422,0.13746339,-10.47120385,10.47120683,-0.06017606,-3.44783407,0.87987244,-0.00199968,0.0,-10.471206927916606
3.5087924,0.69999999,0.18739924,0.49200881,0.35454541,0.88739926,0.51260078,0.84655422,0.13746339,-8.58577426,8.58577128,-0.06017606,-3.44783407,0.87972164,-0.00215048,0.0,-8.585771940437452
3.51360822,0.69999999,0.1640805,0.49200881,0.35454541,0.86408049,0.53591949,0.84655422,0.13746339,1.95293865,-1.95294163,-0.05734473,-3.28561101,0.87972164,-0.00215048,0.0,1.9529396345887573
3.51905131,0.69999999,0.20691977,0.49200881,0.35454541,0.90691978,0.49308023,0.84655422,0.13746339,3.03530794,-3.03530198,-0.05734473,-3.28561101,0.87958795,-0.00228417,0.0,3.0353050284746175
3.523597,0.69999999,0.19441977,0.51620233,0.35894424,0.89441979,0.50558025,0.87514657,0.15725809,-4.67811993,4.67812291,-0.05734473,-3.28561101,0.87958795,-0.00228417,0.0,-4.678120866860748
